expense_id,restaurant_id,bills,vendors,wage_advance,repairs,sundries,amount,exp_date
7861,22,377,53,939,257,40,1782,2024-07-14
7862,22,870,47,346,608,75,2070,2024-07-15
7863,22,631,172,628,91,87,1698,2024-07-16
7864,22,508,191,621,73,9,2353,2024-07-17
7865,22,702,130,825,530,35,2600,2024-07-18
7866,22,217,33,645,797,5,2127,2024-07-19
7867,22,957,7,436,400,83,2544,2024-07-20
7868,22,67,169,604,750,71,2028,2024-07-21
7869,22,25,152,156,195,1,669,2024-07-22
7870,22,509,134,269,29,41,1448,2024-07-23
7871,22,162,159,963,608,79,2944,2024-07-24
7872,22,416,104,752,358,30,1873,2024-07-25
7873,22,353,27,188,1080,19,1860,2024-07-26
7874,22,301,90,307,636,16,1970,2024-07-27
7875,22,684,164,525,438,83,1897,2024-07-28
7876,22,185,192,512,265,44,1919,2024-07-29
7877,22,587,51,137,187,68,1046,2024-07-30
7878,22,14,31,985,480,23,1814,2024-07-31
7879,22,513,94,234,983,40,2126,2024-08-01
7880,22,841,80,899,832,91,3154,2024-08-02
7881,22,413,186,524,447,10,2520,2024-08-03
7882,22,274,12,994,528,83,2100,2024-08-04
7883,22,904,38,763,952,42,3399,2024-08-05
7884,22,356,169,606,48,69,2131,2024-08-06
7885,22,994,176,827,382,71,3022,2024-08-07
7886,22,506,40,842,147,91,1812,2024-08-08
7887,22,279,71,73,281,9,1361,2024-08-09
7888,22,629,84,255,680,77,1907,2024-08-10
7889,22,166,98,74,917,46,1409,2024-08-11
7890,22,354,179,574,93,77,1617,2024-08-12
7891,22,142,120,588,344,100,1995,2024-08-13
7892,22,564,99,695,226,40,2279,2024-08-14
7893,22,714,80,626,1116,58,2761,2024-08-15
7894,22,320,145,552,554,52,2509,2024-08-16
7895,22,462,11,187,25,15,1350,2024-08-17
7896,22,983,2,783,413,87,2730,2024-08-18
7897,22,515,135,434,64,26,1485,2024-08-19
7898,22,315,51,8,809,43,2065,2024-08-20
7899,22,366,14,527,824,49,1818,2024-08-21
7900,22,185,106,787,86,9,2074,2024-08-22
7901,22,368,101,624,590,87,2252,2024-08-23
7902,22,712,72,386,993,12,3101,2024-08-24
7903,22,329,179,16,624,60,1478,2024-08-25
7904,22,333,135,883,201,3,2022,2024-08-26
7905,22,971,149,909,388,50,3102,2024-08-27
7906,22,223,147,650,541,49,2373,2024-08-28
7907,22,229,126,973,279,4,2103,2024-08-29
7908,22,586,37,389,259,41,2074,2024-08-30
7909,22,147,61,633,23,75,1407,2024-08-31
7910,22,898,126,461,221,55,2329,2024-09-01
7911,22,397,10,31,209,25,949,2024-09-02
7912,22,317,153,14,514,47,1944,2024-09-03
7913,22,801,1,457,863,43,2728,2024-09-04
7914,22,206,165,191,747,78,2116,2024-09-05
7915,22,77,104,795,406,40,1506,2024-09-06
7916,22,980,68,529,401,22,2672,2024-09-07
7917,22,665,42,141,302,87,1458,2024-09-08
7918,22,228,59,616,685,44,1921,2024-09-09
7919,22,627,186,765,697,88,2690,2024-09-10
7920,22,731,21,172,1190,96,2391,2024-09-11
7921,22,508,175,991,6,23,1843,2024-09-12
7922,22,605,58,415,934,10,2161,2024-09-13
7923,22,545,31,367,884,13,2474,2024-09-14
7924,22,903,120,758,763,3,3204,2024-09-15
7925,22,718,117,358,872,2,2182,2024-09-16
7926,22,370,92,849,91,92,2469,2024-09-17
7927,22,717,92,37,964,54,2588,2024-09-18
7928,22,147,47,66,786,16,1587,2024-09-19
7929,22,307,15,199,171,17,959,2024-09-20
7930,22,376,130,429,937,63,2815,2024-09-21
7931,22,703,106,803,346,3,2064,2024-09-22
7932,22,763,154,645,237,92,2725,2024-09-23
7933,22,898,55,985,776,80,3477,2024-09-24
7934,22,331,25,916,224,95,2140,2024-09-25
7935,22,197,9,360,177,32,1009,2024-09-26
7936,22,661,70,292,787,59,2601,2024-09-27
7937,22,290,167,327,585,96,2001,2024-09-28
7938,22,920,17,732,466,97,3099,2024-09-29
7939,22,292,181,284,745,70,1997,2024-09-30
7940,22,59,72,750,102,70,1754,2024-10-01
7941,22,348,97,801,599,36,2070,2024-10-02
7942,22,331,33,814,1430,100,3102,2024-10-03
7943,22,302,57,315,558,7,2014,2024-10-04
7944,22,193,119,438,566,79,2276,2024-10-05
7945,22,674,188,783,354,35,2830,2024-10-06
7946,22,491,194,318,16,69,1958,2024-10-07
7947,22,259,64,432,250,61,1198,2024-10-08
7948,22,550,179,397,176,33,1611,2024-10-09
7949,22,981,141,166,980,53,2517,2024-10-10
7950,22,958,61,116,978,31,3102,2024-10-11
7951,22,785,67,502,125,55,2067,2024-10-12
7952,22,177,108,123,758,49,1339,2024-10-13
7953,22,747,147,351,962,3,2614,2024-10-14
7954,22,342,32,639,119,62,1885,2024-10-15
7955,22,291,180,725,423,4,1977,2024-10-16
7956,22,219,134,338,81,28,1296,2024-10-17
7957,22,466,135,964,112,44,2445,2024-10-18
7958,22,409,78,937,271,24,2199,2024-10-19
7959,22,794,83,708,559,5,2952,2024-10-20
7960,22,962,49,311,861,95,3065,2024-10-21
7961,22,951,192,121,5,26,1837,2024-10-22
7962,22,396,66,599,1501,68,3511,2024-10-23
7963,22,184,106,312,937,32,1895,2024-10-24
7964,22,168,127,864,396,77,2579,2024-10-25
7965,22,823,48,292,740,80,2092,2024-10-26
7966,22,327,43,783,47,68,2009,2024-10-27
7967,22,209,49,281,272,8,1645,2024-10-28
7968,22,786,107,961,290,92,2782,2024-10-29
7969,22,421,112,86,888,28,2265,2024-10-30
7970,22,107,50,480,751,16,1685,2024-10-31
7971,22,832,100,92,437,99,2226,2024-11-01
7972,22,852,151,11,899,15,2782,2024-11-02
7973,22,300,102,677,809,19,2618,2024-11-03
7974,22,700,65,564,371,95,2531,2024-11-04
7975,22,262,92,801,35,91,1628,2024-11-05
7976,22,768,112,656,933,92,3062,2024-11-06
7977,22,427,69,664,942,95,2216,2024-11-07
7978,22,700,177,160,405,64,1880,2024-11-08
7979,22,571,100,705,245,79,1882,2024-11-09
7980,22,552,35,364,353,10,1559,2024-11-10
7981,22,514,106,22,492,16,1771,2024-11-11
7982,22,466,137,884,822,12,3276,2024-11-12
7983,22,699,39,347,11,1,1454,2024-11-13
7984,22,428,111,666,318,7,1838,2024-11-14
7985,22,543,147,436,49,88,1828,2024-11-15
7986,22,67,126,132,452,26,1368,2024-11-16
7987,22,327,52,123,430,91,1272,2024-11-17
7988,22,142,138,80,430,100,1074,2024-11-18
7989,22,943,77,975,724,1,2742,2024-11-19
7990,22,272,158,320,365,67,1694,2024-11-20
7991,22,790,97,653,333,28,2292,2024-11-21
7992,22,175,133,397,859,4,1765,2024-11-22
7993,22,2,132,234,432,90,1388,2024-11-23
7994,22,52,83,263,817,1,1850,2024-11-24
7995,22,513,70,795,802,42,2237,2024-11-25
7996,22,312,71,991,779,8,2953,2024-11-26
7997,22,302,44,355,503,35,1907,2024-11-27
7998,22,709,14,182,990,87,2897,2024-11-28
7999,22,801,154,982,420,63,3061,2024-11-29
8000,22,542,19,712,393,84,2048,2024-11-30
8001,22,997,61,472,974,19,2825,2024-12-01
8002,22,193,106,7,384,28,1539,2024-12-02
8003,22,118,115,660,98,2,1039,2024-12-03
8004,22,519,140,888,967,60,3555,2024-12-04
8005,22,671,46,512,241,53,2121,2024-12-05
8006,22,572,158,316,493,52,1838,2024-12-06
8007,22,521,149,113,323,93,1699,2024-12-07
8008,22,133,9,87,898,58,1481,2024-12-08
8009,22,798,150,94,393,58,1966,2024-12-09
8010,22,429,127,910,764,87,2850,2024-12-10
8011,22,195,139,42,607,66,1628,2024-12-11
8012,22,645,137,331,95,64,2024,2024-12-12
8013,22,978,176,296,198,81,2321,2024-12-13
8014,22,387,138,485,891,4,2708,2024-12-14
8015,22,357,192,998,262,90,2806,2024-12-15
8016,22,177,107,515,38,32,1668,2024-12-16
8017,22,734,196,268,534,19,1998,2024-12-17
8018,22,47,169,23,182,71,1032,2024-12-18
8019,22,523,126,39,830,85,1831,2024-12-19
8020,22,655,198,502,700,75,2882,2024-12-20
8021,22,681,163,555,847,59,3113,2024-12-21
8022,22,83,56,111,855,75,1359,2024-12-22
8023,22,81,65,143,96,59,1014,2024-12-23
8024,22,441,15,699,341,33,2281,2024-12-24
8025,22,19,72,300,468,94,1597,2024-12-25
8026,22,556,51,285,551,84,1994,2024-12-26
8027,22,729,136,650,82,1,2523,2024-12-27
8028,22,937,101,33,26,38,1696,2024-12-28
8029,22,401,189,471,781,85,2336,2024-12-29
8030,22,132,12,818,324,41,2206,2024-12-30
8031,23,438,63,706,36,93,2209,2024-01-01
8032,23,109,50,431,138,4,1482,2024-01-02
8033,23,904,83,586,885,15,3168,2024-01-03
8034,23,875,105,692,222,51,2365,2024-01-04
8035,23,360,199,261,10,23,1829,2024-01-05
8036,23,932,95,60,70,48,2170,2024-01-06
8037,23,475,89,299,566,9,2385,2024-01-07
8038,23,774,75,582,475,100,2517,2024-01-08
8039,23,845,111,513,927,92,3311,2024-01-09
8040,23,103,45,275,674,74,1448,2024-01-10
8041,23,708,132,639,931,64,3166,2024-01-11
8042,23,562,66,691,258,42,1999,2024-01-12
8043,23,994,125,481,115,48,2074,2024-01-13
8044,23,707,161,809,338,71,2298,2024-01-14
8045,23,843,43,472,27,38,1690,2024-01-15
8046,23,491,58,281,734,29,2457,2024-01-16
8047,23,665,169,822,560,90,2710,2024-01-17
8048,23,479,65,522,997,69,2532,2024-01-18
8049,23,639,123,272,718,7,1876,2024-01-19
8050,23,817,168,983,969,88,3413,2024-01-20
8051,23,873,1,293,767,84,2959,2024-01-21
8052,23,441,41,829,533,66,2702,2024-01-22
8053,23,855,108,586,911,44,2857,2024-01-23
8054,23,173,197,390,936,12,1765,2024-01-24
8055,23,967,79,993,123,40,2932,2024-01-25
8056,23,841,177,615,926,11,2768,2024-01-26
8057,23,258,181,790,484,93,2774,2024-01-27
8058,23,88,62,883,58,35,1457,2024-01-28
8059,23,271,63,579,775,58,2729,2024-01-29
8060,23,358,173,718,960,15,2973,2024-01-30
8061,23,989,150,271,973,55,2537,2024-01-31
8062,23,142,5,154,921,32,1303,2024-02-01
8063,23,438,25,285,598,62,1690,2024-02-02
8064,23,632,24,119,235,48,1594,2024-02-03
8065,23,775,65,956,516,82,3288,2024-02-04
8066,23,200,194,862,842,60,3079,2024-02-05
8067,23,882,95,734,522,53,3013,2024-02-06
8068,23,588,199,627,549,89,2676,2024-02-07
8069,23,43,134,884,307,2,2365,2024-02-08
8070,23,492,67,181,102,11,1094,2024-02-09
8071,23,904,167,780,765,80,3665,2024-02-10
8072,23,439,99,240,908,12,1799,2024-02-11
8073,23,998,181,815,632,71,3509,2024-02-12
8074,23,304,14,127,88,42,1498,2024-02-13
8075,23,809,59,916,71,68,2786,2024-02-14
8076,23,497,164,823,499,28,2476,2024-02-15
8077,23,393,174,724,952,70,2577,2024-02-16
8078,23,458,138,167,366,71,1876,2024-02-17
8079,23,858,139,263,226,35,2104,2024-02-18
8080,23,403,57,849,1859,18,3969,2024-02-19
8081,23,541,145,865,867,85,3342,2024-02-20
8082,23,294,68,988,518,41,2880,2024-02-21
8083,23,315,24,743,715,62,2623,2024-02-22
8084,23,533,56,438,292,4,1887,2024-02-23
8085,23,475,124,215,1130,23,2362,2024-02-24
8086,23,832,17,408,828,35,2858,2024-02-25
8087,23,323,7,481,305,22,2039,2024-02-26
8088,23,982,143,387,112,27,2635,2024-02-27
8089,23,374,108,380,650,83,2440,2024-02-28
8090,23,430,64,283,369,47,1799,2024-02-29
8091,23,820,142,698,250,23,2160,2024-03-01
8092,23,659,120,809,831,13,3029,2024-03-02
8093,23,8,113,842,1755,12,3524,2024-03-03
8094,23,830,53,445,493,53,2501,2024-03-04
8095,23,294,131,705,958,55,2388,2024-03-05
8096,23,109,145,870,968,10,2496,2024-03-06
8097,23,695,142,332,863,56,2792,2024-03-07
8098,23,457,139,237,304,89,1902,2024-03-08
8099,23,125,73,9,622,39,1456,2024-03-09
8100,23,961,148,369,702,60,2793,2024-03-10
8101,23,921,92,821,4,20,2727,2024-03-11
8102,23,970,138,72,776,4,2568,2024-03-12
8103,23,168,1,989,990,66,2729,2024-03-13
8104,23,979,41,588,213,2,2729,2024-03-14
8105,23,688,55,147,593,100,2412,2024-03-15
8106,23,649,85,311,595,44,1833,2024-03-16
8107,23,905,15,376,844,31,2242,2024-03-17
8108,23,492,179,236,798,58,1780,2024-03-18
8109,23,104,106,532,577,21,2300,2024-03-19
8110,23,417,94,311,68,83,1872,2024-03-20
8111,23,857,8,919,934,28,3426,2024-03-21
8112,23,254,61,355,556,41,1670,2024-03-22
8113,23,557,68,523,355,67,1767,2024-03-23
8114,23,75,146,360,786,88,1933,2024-03-24
8115,23,988,54,874,406,96,2945,2024-03-25
8116,23,956,106,704,717,47,3134,2024-03-26
8117,23,400,50,160,493,25,1899,2024-03-27
8118,23,666,65,606,935,23,2655,2024-03-28
8119,23,95,129,33,271,40,1204,2024-03-29
8120,23,215,135,743,344,22,1743,2024-03-30
8121,23,670,68,638,732,27,2655,2024-03-31
8122,23,361,134,739,386,56,1876,2024-04-01
8123,23,485,26,315,889,99,2513,2024-04-02
8124,23,706,57,786,946,6,3287,2024-04-03
8125,23,650,150,653,413,47,2793,2024-04-04
8126,23,739,169,376,981,91,3302,2024-04-05
8127,23,635,138,499,320,27,2240,2024-04-06
8128,23,262,76,15,149,45,1538,2024-04-07
8129,23,339,46,706,827,62,2303,2024-04-08
8130,23,595,129,998,451,90,2462,2024-04-09
8131,23,712,174,703,825,14,3343,2024-04-10
8132,23,692,36,301,87,85,1277,2024-04-11
8133,23,11,195,312,79,82,1510,2024-04-12
8134,23,643,94,777,830,94,3281,2024-04-13
8135,23,134,172,847,380,91,1986,2024-04-14
8136,23,169,15,23,374,25,1289,2024-04-15
8137,23,475,114,553,635,16,2747,2024-04-16
8138,23,355,186,757,282,7,2391,2024-04-17
8139,23,131,53,762,493,11,1456,2024-04-18
8140,23,822,78,375,470,34,1886,2024-04-19
8141,23,893,6,481,921,95,2807,2024-04-20
8142,23,870,114,880,299,64,2353,2024-04-21
8143,23,52,176,306,107,46,1542,2024-04-22
8144,23,40,191,916,949,78,3054,2024-04-23
8145,23,242,90,537,626,22,2243,2024-04-24
8146,23,866,24,694,867,41,2724,2024-04-25
8147,23,394,7,354,579,90,2140,2024-04-26
8148,23,700,35,741,789,53,2691,2024-04-27
8149,23,454,13,583,24,53,1366,2024-04-28
8150,23,482,91,558,521,37,2396,2024-04-29
8151,23,796,30,455,984,5,2764,2024-04-30
8152,23,998,128,58,965,14,3053,2024-05-01
8153,23,55,177,310,967,87,2255,2024-05-02
8154,23,524,78,409,778,79,2055,2024-05-03
8155,23,294,171,371,671,97,2001,2024-05-04
8156,23,568,85,213,272,2,1616,2024-05-05
8157,23,331,160,269,551,37,1736,2024-05-06
8158,23,203,3,377,179,99,1344,2024-05-07
8159,23,723,193,414,1268,73,3004,2024-05-08
8160,23,467,149,348,875,90,2606,2024-05-09
8161,23,122,93,34,804,94,1339,2024-05-10
8162,23,275,164,400,940,36,1916,2024-05-11
8163,23,38,117,968,909,78,2776,2024-05-12
8164,23,771,11,669,756,21,2435,2024-05-13
8165,23,264,109,699,685,59,1818,2024-05-14
8166,23,845,184,400,918,71,2901,2024-05-15
8167,23,24,16,478,517,9,1676,2024-05-16
8168,23,832,79,614,335,31,2278,2024-05-17
8169,23,937,44,189,172,68,1410,2024-05-18
8170,23,672,25,259,653,80,1999,2024-05-19
8171,23,99,180,783,586,14,1927,2024-05-20
8172,23,786,154,39,153,18,1263,2024-05-21
8173,23,282,46,917,871,79,2921,2024-05-22
8174,23,517,196,266,602,26,2193,2024-05-23
8175,23,572,152,73,854,66,2404,2024-05-24
8176,23,578,166,106,981,36,2277,2024-05-25
8177,23,750,0,195,37,65,1423,2024-05-26
8178,23,956,59,344,151,16,1729,2024-05-27
8179,23,964,9,759,594,47,2603,2024-05-28
8180,23,345,76,65,432,95,1627,2024-05-29
8181,23,853,21,595,295,7,2106,2024-05-30
8182,23,422,141,559,199,8,1685,2024-05-31
8183,23,839,14,657,279,10,2528,2024-06-01
8184,23,621,83,227,596,79,2205,2024-06-02
8185,23,694,197,568,155,68,2127,2024-06-03
8186,23,781,13,356,497,77,2492,2024-06-04
8187,23,148,34,161,149,41,1227,2024-06-05
8188,23,620,64,430,870,45,2115,2024-06-06
8189,23,821,70,119,460,97,2532,2024-06-07
8190,23,824,107,949,137,46,2089,2024-06-08
8191,23,744,179,261,527,97,2118,2024-06-09
8192,23,617,13,543,561,7,2669,2024-06-10
8193,23,998,187,182,825,7,3079,2024-06-11
8194,23,534,105,973,831,94,2718,2024-06-12
8195,23,870,81,746,186,16,2422,2024-06-13
8196,23,785,13,668,152,85,1923,2024-06-14
8197,23,181,185,989,749,42,2874,2024-06-15
8198,23,532,191,586,77,65,2211,2024-06-16
8199,23,649,109,468,192,85,1832,2024-06-17
8200,23,474,124,738,625,42,2009,2024-06-18
8201,23,214,119,486,596,79,2455,2024-06-19
8202,23,5,112,935,755,94,2855,2024-06-20
8203,23,502,68,854,639,16,3078,2024-06-21
8204,23,56,74,496,328,99,1915,2024-06-22
8205,23,546,15,130,576,37,1741,2024-06-23
8206,23,28,55,758,119,7,1732,2024-06-24
8207,23,110,61,171,194,18,1085,2024-06-25
8208,23,389,68,563,224,8,1651,2024-06-26
8209,23,679,66,839,662,87,2599,2024-06-27
8210,23,311,185,504,749,82,2664,2024-06-28
8211,23,628,0,983,182,100,2331,2024-06-29
8212,23,786,5,893,748,88,2999,2024-06-30
8213,23,703,132,894,333,79,3131,2024-07-01
8214,23,121,30,305,334,8,1583,2024-07-02
8215,23,243,114,755,830,31,2835,2024-07-03
8216,23,388,165,269,936,67,2806,2024-07-04
8217,23,767,109,370,246,70,1834,2024-07-05
8218,23,748,91,800,729,75,2453,2024-07-06
8219,23,380,191,316,192,77,1976,2024-07-07
8220,23,516,4,4,386,1,1670,2024-07-08
8221,23,581,96,645,662,38,2867,2024-07-09
8222,23,634,55,310,365,87,2151,2024-07-10
8223,23,444,75,402,338,67,2014,2024-07-11
8224,23,336,81,869,582,8,2587,2024-07-12
8225,23,283,8,798,211,3,1533,2024-07-13
8226,23,443,56,452,828,41,2684,2024-07-14
8227,23,131,22,68,344,11,729,2024-07-15
8228,23,673,15,969,82,14,2125,2024-07-16
8229,23,319,52,554,278,28,2150,2024-07-17
8230,23,649,125,954,307,63,2652,2024-07-18
8231,23,365,129,464,111,5,1321,2024-07-19
8232,23,100,99,752,149,33,1946,2024-07-20
8233,23,547,99,241,1464,38,3361,2024-07-21
8234,23,756,65,12,890,37,2393,2024-07-22
8235,23,601,185,605,710,75,2528,2024-07-23
8236,23,846,72,148,49,8,1253,2024-07-24
8237,23,791,192,729,627,34,2745,2024-07-25
8238,23,840,155,551,359,12,2326,2024-07-26
8239,23,329,184,306,506,55,1971,2024-07-27
8240,23,354,81,362,232,1,1786,2024-07-28
8241,23,145,5,838,90,88,1231,2024-07-29
8242,23,622,138,741,602,4,2287,2024-07-30
8243,23,316,68,80,801,81,1463,2024-07-31
8244,23,363,20,373,658,54,1849,2024-08-01
8245,23,781,139,882,730,85,3176,2024-08-02
8246,23,696,155,71,879,35,1852,2024-08-03
8247,23,882,27,941,862,8,3578,2024-08-04
8248,23,573,117,920,54,18,1723,2024-08-05
8249,23,944,58,392,496,54,2398,2024-08-06
8250,23,172,8,350,188,12,1149,2024-08-07
8251,23,191,13,488,65,22,1551,2024-08-08
8252,23,653,171,177,261,94,2184,2024-08-09
8253,23,591,94,331,700,45,2032,2024-08-10
8254,23,462,64,111,709,78,1907,2024-08-11
8255,23,470,188,472,53,15,1415,2024-08-12
8256,23,687,55,704,426,65,2795,2024-08-13
8257,23,988,121,0,624,28,2108,2024-08-14
8258,23,802,152,542,386,10,2041,2024-08-15
8259,23,757,90,960,859,30,2791,2024-08-16
8260,23,143,63,159,873,82,1577,2024-08-17
8261,23,3,163,501,549,6,2190,2024-08-18
8262,23,331,135,925,183,17,2184,2024-08-19
8263,23,33,61,541,888,29,1593,2024-08-20
8264,23,835,171,307,465,91,2093,2024-08-21
8265,23,905,20,160,760,8,2665,2024-08-22
8266,23,985,93,862,139,19,2662,2024-08-23
8267,23,119,124,159,641,44,1620,2024-08-24
8268,23,446,53,221,12,33,1674,2024-08-25
8269,23,890,12,893,368,31,2586,2024-08-26
8270,23,142,190,793,812,66,2503,2024-08-27
8271,23,68,20,447,616,47,1343,2024-08-28
8272,23,733,82,564,747,1,3077,2024-08-29
8273,23,483,168,46,1357,49,2454,2024-08-30
8274,23,998,122,160,436,20,2517,2024-08-31
8275,23,567,86,40,113,8,1294,2024-09-01
8276,23,543,54,793,885,68,2420,2024-09-02
8277,23,928,183,640,693,47,2787,2024-09-03
8278,23,270,6,939,175,73,1626,2024-09-04
8279,23,815,84,905,611,70,2928,2024-09-05
8280,23,823,101,433,296,12,2142,2024-09-06
8281,23,961,200,790,600,53,2727,2024-09-07
8282,23,1000,58,17,156,23,2135,2024-09-08
8283,23,995,113,794,400,12,2423,2024-09-09
8284,23,832,78,237,15,79,1937,2024-09-10
8285,23,975,23,285,840,46,2718,2024-09-11
8286,23,474,57,856,393,70,2367,2024-09-12
8287,23,234,55,339,465,48,1318,2024-09-13
8288,23,582,95,700,73,57,1849,2024-09-14
8289,23,231,121,447,662,83,2046,2024-09-15
8290,23,6,65,945,414,3,2239,2024-09-16
8291,23,305,68,917,159,60,2386,2024-09-17
8292,23,329,155,938,326,65,1922,2024-09-18
8293,23,648,37,232,273,63,2046,2024-09-19
8294,23,546,161,208,541,66,1580,2024-09-20
8295,23,239,47,758,506,13,2383,2024-09-21
8296,23,797,178,548,811,57,2987,2024-09-22
8297,23,618,162,396,675,11,2795,2024-09-23
8298,23,928,174,64,254,23,2112,2024-09-24
8299,23,139,184,553,85,75,1469,2024-09-25
8300,23,182,152,742,609,37,1954,2024-09-26
8301,23,831,126,277,735,52,2164,2024-09-27
8302,23,559,167,446,936,94,3106,2024-09-28
8303,23,113,45,271,8,11,556,2024-09-29
8304,23,795,122,42,626,82,2623,2024-09-30
8305,23,665,10,417,1306,27,3278,2024-10-01
8306,23,627,69,915,796,42,2706,2024-10-02
8307,23,493,50,961,215,38,2368,2024-10-03
8308,23,820,111,512,480,41,2515,2024-10-04
8309,23,657,30,997,960,96,3634,2024-10-05
8310,23,631,59,539,910,14,2950,2024-10-06
8311,23,429,22,893,217,31,1706,2024-10-07
8312,23,845,152,309,684,14,2114,2024-10-08
8313,23,380,146,147,911,8,2467,2024-10-09
8314,23,446,106,659,981,98,2340,2024-10-10
8315,23,898,86,182,524,22,1926,2024-10-11
8316,23,807,180,479,99,26,2392,2024-10-12
8317,23,214,71,288,553,91,1380,2024-10-13
8318,23,745,123,128,226,14,2094,2024-10-14
8319,23,736,83,900,641,14,2409,2024-10-15
8320,23,458,75,947,506,87,3028,2024-10-16
8321,23,171,62,57,629,91,1529,2024-10-17
8322,23,470,123,437,544,45,2301,2024-10-18
8323,23,420,62,434,128,32,1662,2024-10-19
8324,23,927,154,228,946,21,2307,2024-10-20
8325,23,228,24,232,906,11,2077,2024-10-21
8326,23,291,23,88,782,36,1779,2024-10-22
8327,23,167,143,327,174,97,1715,2024-10-23
8328,23,683,50,376,716,86,2169,2024-10-24
8329,23,352,193,491,238,41,2255,2024-10-25
8330,23,112,13,283,109,37,1348,2024-10-26
8331,23,231,72,181,23,49,1068,2024-10-27
8332,23,249,117,230,465,32,1094,2024-10-28
8333,23,116,64,92,415,26,1680,2024-10-29
8334,23,726,188,39,348,95,2206,2024-10-30
8335,23,567,40,466,751,22,2343,2024-10-31
8336,23,366,96,472,439,89,1632,2024-11-01
8337,23,210,30,5,133,49,454,2024-11-02
8338,23,908,150,918,697,78,3416,2024-11-03
8339,23,92,84,26,136,36,1130,2024-11-04
8340,23,272,175,548,991,14,2953,2024-11-05
8341,23,606,63,218,489,48,2244,2024-11-06
8342,23,147,124,896,897,82,2334,2024-11-07
8343,23,578,32,414,148,96,2227,2024-11-08
8344,23,794,131,612,372,78,2358,2024-11-09
8345,23,870,72,756,431,31,2602,2024-11-10
8346,23,27,192,246,824,45,2134,2024-11-11
8347,23,676,68,240,844,40,2766,2024-11-12
8348,23,241,83,162,128,84,1449,2024-11-13
8349,23,197,20,493,627,37,1943,2024-11-14
8350,23,284,140,380,774,28,1626,2024-11-15
8351,23,971,50,32,207,30,1647,2024-11-16
8352,23,890,89,797,618,11,2760,2024-11-17
8353,23,928,200,828,516,49,2819,2024-11-18
8354,23,885,75,77,239,21,1832,2024-11-19
8355,23,163,186,798,0,63,1405,2024-11-20
8356,23,257,128,706,221,11,1864,2024-11-21
8357,23,368,33,810,731,22,2924,2024-11-22
8358,23,594,109,620,997,56,3253,2024-11-23
8359,23,985,196,173,24,97,1854,2024-11-24
8360,23,167,41,577,879,63,2504,2024-11-25
8361,23,921,30,866,891,95,2945,2024-11-26
8362,23,976,68,197,135,93,1475,2024-11-27
8363,23,235,172,570,359,24,2288,2024-11-28
8364,23,738,120,935,382,52,2707,2024-11-29
8365,23,815,186,444,962,41,2899,2024-11-30
8366,23,277,24,700,287,2,2063,2024-12-01
8367,23,543,167,127,806,22,2458,2024-12-02
8368,23,537,76,774,975,48,3361,2024-12-03
8369,23,924,150,458,150,10,1809,2024-12-04
8370,23,873,166,389,271,37,1921,2024-12-05
8371,23,361,163,75,268,78,1891,2024-12-06
8372,23,461,133,786,838,41,2901,2024-12-07
8373,23,85,136,857,678,75,1876,2024-12-08
8374,23,452,24,321,966,44,2180,2024-12-09
8375,23,971,134,930,506,67,3499,2024-12-10
8376,23,133,163,563,93,71,1633,2024-12-11
8377,23,341,51,72,651,15,1638,2024-12-12
8378,23,213,189,626,873,31,2654,2024-12-13
8379,23,118,162,206,500,73,1494,2024-12-14
8380,23,471,191,405,96,87,1881,2024-12-15
8381,23,60,113,307,537,14,1058,2024-12-16
8382,23,291,135,69,69,6,880,2024-12-17
8383,23,252,138,514,954,43,2795,2024-12-18
8384,23,43,72,551,1905,59,3534,2024-12-19
8385,23,436,199,582,412,83,2393,2024-12-20
8386,23,521,22,985,913,20,2619,2024-12-21
8387,23,15,172,605,554,89,1820,2024-12-22
8388,23,139,190,771,114,92,1630,2024-12-23
8389,23,433,111,606,402,75,2285,2024-12-24
8390,23,592,167,11,75,58,1460,2024-12-25
8391,23,327,29,135,390,65,1296,2024-12-26
8392,23,705,53,471,527,13,2267,2024-12-27
8393,23,260,162,94,898,63,2251,2024-12-28
8394,23,619,178,22,753,63,2483,2024-12-29
8395,23,927,111,711,928,66,2766,2024-12-30
8396,24,745,91,227,545,30,2538,2024-01-01
8397,24,892,24,152,456,44,1924,2024-01-02
8398,24,55,113,432,940,7,1591,2024-01-03
8399,24,461,136,448,499,94,1734,2024-01-04
8400,24,957,133,238,128,11,2340,2024-01-05
8401,24,107,12,890,512,87,2354,2024-01-06
8402,24,670,101,928,964,74,3160,2024-01-07
8403,24,532,151,268,967,47,2281,2024-01-08
8404,24,664,162,676,1398,21,3491,2024-01-09
8405,24,302,136,402,993,64,2417,2024-01-10
8406,24,616,134,78,446,94,2054,2024-01-11
8407,24,360,172,688,640,57,2862,2024-01-12
8408,24,647,157,89,1744,58,3354,2024-01-13
8409,24,945,200,216,125,17,2307,2024-01-14
8410,24,198,15,146,797,100,1527,2024-01-15
8411,24,716,94,962,14,43,2592,2024-01-16
8412,24,286,6,781,519,46,1754,2024-01-17
8413,24,581,54,117,760,40,1668,2024-01-18
8414,24,170,180,247,579,66,1750,2024-01-19
8415,24,606,109,88,466,59,1758,2024-01-20
8416,24,862,152,959,853,69,3315,2024-01-21
8417,24,927,10,688,235,12,1993,2024-01-22
8418,24,505,48,749,108,23,1824,2024-01-23
