sale_id,restaurant_id,creditcard_tip,drinks_payment,food_payment,other_payment,service_charges,delivery_charges,date
8213,23,5.71,1577.67,3196.53,910.5,168.96,230.54000000000002,2024-07-01
8214,23,3.79,1573.79,2429.7,917.15,170.44,151.16,2024-07-02
8215,23,5.64,1624.84,2959.81,724.72,144.01,242.97,2024-07-03
8216,23,2.13,1648.11,2833.34,674.8,161.58,192.49,2024-07-04
8217,23,5.34,1363.79,2420.7,660.08,146.84,150.81,2024-07-05
8218,23,1.34,1423.06,3709.51,979.12,238.0,135.19,2024-07-06
8219,23,1.67,1422.07,2992.46,822.28,190.86,141.99,2024-07-07
8220,23,5.84,1312.17,3011.84,798.17,121.88,268.49,2024-07-08
8221,23,0.56,1586.12,3077.54,885.97,128.72,297.53,2024-07-09
8222,23,6.68,1832.73,2710.91,670.78,153.6,214.25,2024-07-10
8223,23,4.98,1454.59,2982.54,822.15,159.64,206.62,2024-07-11
8224,23,3.75,1653.76,3289.23,735.38,185.72,196.46,2024-07-12
8225,23,4.18,1392.55,3102.67,681.22,172.64000000000001,172.42000000000002,2024-07-13
8226,23,7.65,1408.43,3447.79,768.76,194.95,172.61,2024-07-14
8227,23,7.75,1249.94,3494.24,725.15,159.96,227.01,2024-07-15
8228,23,7.19,1524.9,2723.98,651.83,184.59,120.88,2024-07-16
8229,23,5.37,1486.48,2618.54,747.86,162.73,159.84,2024-07-17
8230,23,7.4,1685.14,3126.96,680.42,173.24,202.76,2024-07-18
8231,23,7.77,1406.45,3366.91,830.63,167.75,224.92000000000002,2024-07-19
8232,23,5.99,1446.38,2397.49,717.1899999999999,130.56,194.99,2024-07-20
8233,23,5.89,1320.19,2984.42,806.61,156.56,198.03,2024-07-21
8234,23,5.05,1620.05,2984.48,908.25,201.31,148.66,2024-07-22
8235,23,0.59,1722.12,3692.61,846.99,206.12,213.94,2024-07-23
8236,23,4.44,1319.66,2719.35,684.18,140.31,191.77,2024-07-24
8237,23,6.17,1429.13,3026.77,702.87,205.01,105.89,2024-07-25
8238,23,5.19,1725.6,2695.69,742.59,96.59,323.23,2024-07-26
8239,23,2.97,1550.99,3015.44,896.08,177.85,190.54999999999998,2024-07-27
8240,23,4.1,1474.11,3402.19,710.54,121.17,316.35,2024-07-28
8241,23,4.92,1413.6299999999999,3020.8,830.33,141.97,242.53,2024-07-29
8242,23,7.0,1577.42,3417.79,681.96,211.52,144.71,2024-07-30
8243,23,9.34,1462.95,2856.09,670.5,151.41,196.15,2024-07-31
8244,23,3.53,1543.06,2955.31,677.82,139.11,239.37,2024-08-01
8245,23,7.93,1573.95,2486.66,794.72,146.91,191.75,2024-08-02
8246,23,7.56,1623.25,3371.2,678.7,171.6,224.1,2024-08-03
8247,23,4.54,1440.6,2228.17,748.07,102.02,237.68,2024-08-04
8248,23,2.49,1514.72,3032.19,680.35,194.72,133.28,2024-08-05
8249,23,2.63,1431.48,2991.08,725.56,175.64,163.54,2024-08-06
8250,23,3.76,1515.91,2639.41,657.35,184.55,112.17,2024-08-07
8251,23,5.42,1451.23,3349.08,844.94,163.95,236.6,2024-08-08
8252,23,0.78,1522.13,2333.32,722.49,104.09,249.62,2024-08-09
8253,23,4.91,1565.5,3152.0,674.37,198.52,142.13,2024-08-10
8254,23,6.2,1494.6,3044.2599999999998,617.07,164.88,185.8,2024-08-11
8255,23,6.99,1545.39,3001.2,793.9,210.84,112.38000000000001,2024-08-12
8256,23,8.63,1483.08,2508.94,542.75,151.97,149.53,2024-08-13
8257,23,2.55,1370.24,3332.41,855.42,183.74,188.34,2024-08-14
8258,23,2.44,1610.03,2953.51,812.15,157.49,222.59,2024-08-15
8259,23,7.7,1244.64,2608.28,917.89,165.42,146.26,2024-08-16
8260,23,0.07,1555.04,2808.15,636.35,174.7,150.53,2024-08-17
8261,23,2.13,1741.31,3417.29,823.56,200.26,197.71,2024-08-18
8262,23,2.09,1568.32,2861.4900000000002,873.34,150.28,229.77,2024-08-19
8263,23,5.4,1759.09,3011.4900000000002,672.71,173.51,197.34,2024-08-20
8264,23,6.03,1402.15,3456.04,794.75,116.82000000000001,331.66,2024-08-21
8265,23,1.84,1651.01,2328.99,624.6,160.14000000000001,140.15,2024-08-22
8266,23,1.41,1492.69,2951.36,596.47,154.63,194.82,2024-08-23
8267,23,7.01,1406.64,2908.52,807.39,179.53,153.17000000000002,2024-08-24
8268,23,2.41,1456.6200000000001,2820.68,719.19,175.85999999999999,147.94,2024-08-25
8269,23,3.09,1392.16,3012.5,758.02,134.37,247.53,2024-08-26
8270,23,7.69,1645.65,2688.25,833.4,192.75,131.24,2024-08-27
8271,23,9.41,1425.16,3408.88,534.49,163.04,210.78,2024-08-28
8272,23,4.44,1462.11,2493.12,931.88,145.15,198.45000000000002,2024-08-29
8273,23,6.17,1410.6399999999999,2801.64,739.0699999999999,121.07000000000001,252.95,2024-08-30
8274,23,6.43,1635.48,3228.94,645.84,175.13,200.8,2024-08-31
8275,23,2.56,1532.71,2672.49,823.58,180.62,141.6,2024-09-01
8276,23,9.96,1400.06,2693.57,651.84,166.01,142.55,2024-09-02
8277,23,1.14,1376.39,3124.94,731.35,144.5,234.25,2024-09-03
8278,23,1.21,1553.29,2615.93,818.98,117.76,263.3,2024-09-04
8279,23,3.96,1413.45,2737.83,992.84,181.23,151.96,2024-09-05
8280,23,5.44,1629.52,3040.83,835.43,187.44,175.73,2024-09-06
8281,23,7.87,1564.2,3179.9,850.46,152.85,253.75,2024-09-07
8282,23,1.92,1443.75,2778.44,801.47,197.97,106.42,2024-09-08
8283,23,7.06,1307.6,3203.37,623.3100000000001,180.23,152.94,2024-09-09
8284,23,0.37,1120.0,3140.0,734.38,121.55,256.41,2024-09-10
8285,23,5.37,1626.85,2816.7,729.98,170.26,176.83,2024-09-11
8286,23,0.9,1263.64,2702.9,724.93,99.99,269.13,2024-09-12
8287,23,4.02,1348.05,3124.2,638.9,207.54,96.01,2024-09-13
8288,23,2.33,1269.77,2971.7599999999998,688.5,141.34,210.3,2024-09-14
8289,23,6.32,1574.93,3560.7,841.23,184.82999999999998,227.99,2024-09-15
8290,23,6.62,1738.9,2614.22,844.83,120.47,278.84,2024-09-16
8291,23,0.14,1685.76,2370.39,841.12,152.47,184.76,2024-09-17
8292,23,7.27,1312.19,2875.87,722.12,175.78,139.48,2024-09-18
8293,23,5.4,1651.57,2864.42,728.3,107.21,310.01,2024-09-19
8294,23,5.85,1418.42,3005.97,770.2,138.67000000000002,242.09,2024-09-20
8295,23,3.1,1572.43,3263.7400000000002,604.59,168.29,207.5,2024-09-21
8296,23,7.89,1641.73,3171.54,699.8,195.73,159.82,2024-09-22
8297,23,9.79,1432.31,3167.5,777.0,177.68,182.34,2024-09-23
8298,23,3.2,1485.61,3014.88,692.61,135.6,248.1,2024-09-24
8299,23,0.34,1567.65,3024.4,737.7,124.92,283.13,2024-09-25
8300,23,3.12,1775.75,3305.53,763.46,159.49,265.54,2024-09-26
8301,23,2.28,1382.29,3496.49,723.59,137.65,284.94,2024-09-27
8302,23,1.12,1570.32,4039.44,812.1999999999999,153.8,334.59000000000003,2024-09-28
8303,23,0.94,1671.31,2683.22,695.03,158.71,187.54,2024-09-29
8304,23,1.69,1548.3,3164.84,671.2,177.3,183.81,2024-09-30
8305,23,2.8,1593.96,2642.7000000000003,602.54,123.26,237.39,2024-10-01
8306,23,4.21,1687.92,2902.47,807.01,206.34,127.06,2024-10-02
8307,23,0.22,1337.49,2674.88,857.75,125.3,236.44,2024-10-03
8308,23,5.16,1988.21,3035.4900000000002,817.34,175.63,232.84,2024-10-04
8309,23,6.46,1927.02,2901.8,645.66,154.23,239.01,2024-10-05
8310,23,4.1,1348.1000000000001,2788.89,611.03,119.84,235.1,2024-10-06
8311,23,8.79,1518.92,3204.43,689.7,183.21,174.89,2024-10-07
8312,23,5.04,1209.72,2508.41,734.48,170.73,103.78999999999999,2024-10-08
8313,23,7.85,1644.12,3352.31,727.21,196.5,179.34,2024-10-09
8314,23,6.41,1300.75,2945.45,770.11,128.99,243.69,2024-10-10
8315,23,0.12,1480.81,2928.9,758.35,118.1,280.59,2024-10-11
8316,23,8.6,1726.96,2785.48,894.07,200.53,139.57,2024-10-12
8317,23,5.52,1696.23,3450.0,709.11,212.85,159.84,2024-10-13
8318,23,1.72,1542.53,3087.38,797.02,187.79,167.13,2024-10-14
8319,23,3.44,1430.01,2885.12,805.27,136.91,238.23,2024-10-15
8320,23,5.4,1553.46,3474.3,494.43,126.56,299.1,2024-10-16
8321,23,7.77,1487.24,3569.08,721.74,162.88,252.06,2024-10-17
8322,23,6.5,1394.06,2805.37,688.36,130.81,227.16,2024-10-18
8323,23,4.56,1812.97,3321.92,616.56,176.18,222.85,2024-10-19
8324,23,6.3,1295.13,2881.42,687.12,140.10999999999999,206.15,2024-10-20
8325,23,7.21,1621.84,3306.3,767.2,217.59,134.35,2024-10-21
8326,23,3.1,1470.49,3281.64,706.28,174.51,196.79,2024-10-22
8327,23,7.57,1589.59,2969.28,734.32,182.68,163.94,2024-10-23
8328,23,5.36,1445.48,3036.6,728.56,153.61,213.87,2024-10-24
8329,23,5.56,1738.32,3240.95,725.59,167.74,235.0,2024-10-25
8330,23,8.58,1364.0,2801.14,887.95,109.12,287.12,2024-10-26
8331,23,0.59,1517.89,2969.96,697.62,120.64,277.29,2024-10-27
8332,23,7.25,1610.52,3074.67,732.21,202.38,137.0,2024-10-28
8333,23,1.29,1385.41,3326.66,679.97,150.9,237.39000000000001,2024-10-29
8334,23,4.45,1686.1,3253.56,614.97,141.25,272.94,2024-10-30
8335,23,8.88,1297.61,3028.96,849.18,161.73,194.13,2024-10-31
8336,23,8.15,1721.84,2765.65,817.6,173.78,182.95,2024-11-01
8337,23,5.36,1402.25,2826.23,766.13,143.44,212.58,2024-11-02
8338,23,9.45,1712.68,3523.19,705.45,144.69,304.81,2024-11-03
8339,23,3.45,1342.46,3218.93,768.16,158.4,216.12,2024-11-04
8340,23,0.27,1534.76,3241.6,829.12,181.34,197.88,2024-11-05
8341,23,9.55,1301.97,2687.01,769.9,105.82000000000001,264.25,2024-11-06
8342,23,8.39,1469.01,3078.02,833.76,148.89000000000001,240.28,2024-11-07
8343,23,5.5,1678.02,2515.59,950.57,139.71,235.01,2024-11-08
8344,23,4.25,1414.1299999999999,2549.46,791.48,149.34,176.85,2024-11-09
8345,23,8.91,1271.68,3605.9900000000002,758.07,176.42000000000002,210.71,2024-11-10
8346,23,6.56,1445.27,3198.58,799.08,136.66,271.0,2024-11-11
8347,23,4.21,1347.98,2886.22,638.48,180.79,125.69,2024-11-12
8348,23,6.84,1947.97,3815.05,824.42,162.23,334.31,2024-11-13
8349,23,0.44,1957.39,2864.7599999999998,745.3,159.67000000000002,237.4,2024-11-14
8350,23,0.08,1568.62,2671.54,953.39,177.08,165.21,2024-11-15
8351,23,3.89,1235.07,2406.74,765.79,148.29,144.19,2024-11-16
8352,23,1.26,1545.89,3311.4500000000003,814.26,133.5,300.15999999999997,2024-11-17
8353,23,4.8,1492.15,3528.11,703.17,139.75,292.87,2024-11-18
8354,23,1.16,1826.27,2919.15,716.13,165.75,214.66,2024-11-19
8355,23,6.6,1451.53,2830.17,606.68,139.06,210.75,2024-11-20
8356,23,6.73,1505.96,3042.09,761.89,178.24,174.47,2024-11-21
8357,23,0.6,1477.86,3300.75,779.41,186.11,183.55,2024-11-22
8358,23,5.89,1419.27,2735.92,671.71,133.43,215.81,2024-11-23
8359,23,2.84,1227.58,2758.11,639.57,151.56,159.43,2024-11-24
8360,23,3.85,1322.02,3340.26,777.24,115.13,313.67,2024-11-25
8361,23,4.66,1537.51,2693.33,832.6899999999999,176.73,152.92000000000002,2024-11-26
8362,23,1.64,1706.79,3050.38,798.64,183.74,188.11,2024-11-27
8363,23,0.14,1697.21,3109.46,604.56,162.12,216.88,2024-11-28
8364,23,8.96,1457.62,3375.75,701.51,135.8,281.91,2024-11-29
8365,23,8.15,1269.12,2708.31,745.23,106.54,259.17,2024-11-30
8366,23,8.23,1377.07,2392.38,789.74,110.99,233.91,2024-12-01
8367,23,5.67,1407.39,2937.02,672.84,160.47,180.81,2024-12-02
8368,23,4.8,1277.3799999999999,3262.09,768.54,162.31,206.16,2024-12-03
8369,23,9.74,1534.52,3084.22,686.32,141.85,246.78,2024-12-04
8370,23,6.76,1461.5,2653.13,784.06,163.23,163.41,2024-12-05
8371,23,9.87,1606.81,2636.12,917.62,179.07,157.9,2024-12-06
8372,23,9.35,1659.34,2676.73,725.17,204.43,97.28,2024-12-07
8373,23,2.56,1410.35,2519.55,754.83,151.9,164.67,2024-12-08
8374,23,5.62,1439.73,3356.01,769.79,162.96,230.61,2024-12-09
8375,23,2.65,1544.1200000000001,3412.44,722.13,115.64,336.59,2024-12-10
8376,23,5.59,1437.84,3079.95,803.66,171.64,188.87,2024-12-11
8377,23,4.92,1464.27,3054.13,644.95,113.11,290.14,2024-12-12
8378,23,3.27,1670.54,2823.42,777.75,166.83,193.49,2024-12-13
8379,23,1.99,1174.6100000000001,3259.88,647.17,160.51,187.14,2024-12-14
8380,23,5.17,1483.11,3182.77,834.38,193.26,163.48,2024-12-15
8381,23,3.52,1494.04,3070.29,791.75,200.67,134.29,2024-12-16
8382,23,5.77,1677.81,3032.25,635.74,168.41,197.75,2024-12-17
8383,23,0.09,1357.92,3170.0,868.38,154.95,229.77,2024-12-18
8384,23,7.7,1361.1,3116.81,681.42,127.21,261.49,2024-12-19
8385,23,5.52,1609.34,3343.53,711.56,156.4,253.58,2024-12-20
8386,23,9.22,1334.01,3171.46,828.71,157.02,219.37,2024-12-21
8387,23,8.25,1533.52,3179.46,666.68,157.81,222.37,2024-12-22
8388,23,5.11,1658.53,3514.26,706.35,150.88,286.19,2024-12-23
8389,23,7.24,1971.0,3490.62,731.3199999999999,137.48,344.34,2024-12-24
8390,23,8.63,1552.54,2964.54,710.16,198.1,126.53999999999999,2024-12-25
8391,23,1.28,1654.07,3545.2200000000003,778.92,175.8,246.27,2024-12-26
8392,23,7.12,1356.83,3014.2,937.26,153.19,224.49,2024-12-27
8393,23,5.06,1352.67,3045.33,698.49,144.41,220.84,2024-12-28
8394,23,8.72,1465.25,2800.61,695.77,154.06,188.04,2024-12-29
8395,23,9.15,1656.6299999999999,3399.29,847.71,224.79,140.76,2024-12-30
8396,24,2.75,1899.67,3365.27,694.04,215.32,165.24,2024-01-01
8397,24,2.42,1452.6299999999999,2363.29,763.58,122.9,212.14,2024-01-02
8398,24,6.29,1646.84,3144.52,810.3,145.33,269.54,2024-01-03
8399,24,5.23,1620.45,2753.82,716.16,146.58,215.87,2024-01-04
8400,24,2.13,1673.05,3025.8,760.47,177.72,190.54,2024-01-05
8401,24,2.04,1493.11,3155.92,800.9399999999999,137.81,269.36,2024-01-06
8402,24,0.32,1724.49,2979.27,829.56,155.60999999999999,242.12,2024-01-07
8403,24,2.06,1441.14,2718.06,814.6899999999999,150.31,196.79,2024-01-08
8404,24,9.55,1561.97,2820.81,822.9399999999999,152.28,216.06,2024-01-09
8405,24,6.34,1481.91,3014.14,711.77,155.83,209.19,2024-01-10
8406,24,4.25,1768.68,2506.92,772.34,163.19,178.4,2024-01-11
8407,24,5.77,1510.96,2214.87,600.9,156.23,120.25,2024-01-12
8408,24,2.23,1803.83,3330.2400000000002,897.58,220.3,162.55,2024-01-13
8409,24,3.16,1916.15,3087.78,603.47,167.38,226.04,2024-01-14
8410,24,9.45,1309.1,2998.82,791.08,153.25,203.44,2024-01-15
8411,24,5.85,1183.58,3147.49,810.67,189.25,135.69,2024-01-16
8412,24,4.1,1571.08,2227.7,778.78,156.41,144.95,2024-01-17
8413,24,6.79,1350.99,3435.54,914.16,176.06,217.91,2024-01-18
8414,24,7.33,1535.25,3023.7,745.81,181.5,167.45000000000002,2024-01-19
8415,24,0.41,1381.96,2737.28,733.64,125.67,233.95000000000002,2024-01-20
8416,24,3.65,1469.34,2917.36,698.33,163.76,180.96,2024-01-21
8417,24,0.39,1569.1100000000001,3235.74,679.04,161.36,225.67,2024-01-22
8418,24,9.14,1647.26,3096.04,758.94,147.56,255.12,2024-01-23
8419,24,4.92,1610.79,3073.23,781.17,132.17000000000002,282.2,2024-01-24
8420,24,0.57,1667.47,3216.07,732.59,141.23,279.15999999999997,2024-01-25
8421,24,6.14,1372.34,3314.97,687.57,129.5,278.52,2024-01-26
8422,24,1.13,1985.45,3221.38,660.91,109.39,368.02,2024-01-27
8423,24,1.26,1348.24,3148.85,692.16,199.87,119.17,2024-01-28
8424,24,0.37,1499.55,3061.33,719.45,191.88,144.22,2024-01-29
8425,24,3.98,1415.83,3419.29,681.12,161.93,227.75,2024-01-30
8426,24,0.59,1562.41,2726.1,818.92,202.21,106.31,2024-01-31
8427,24,4.48,1622.88,2836.85,673.0699999999999,174.45,164.38,2024-02-01
8428,24,5.52,1275.19,2680.7599999999998,865.85,176.92,128.37,2024-02-02
8429,24,4.75,1616.25,2697.53,732.73,148.64,207.39,2024-02-03
8430,24,9.36,1219.34,3108.14,688.46,151.01,199.55,2024-02-04
8431,24,0.28,1610.05,2684.55,660.62,151.39,192.78,2024-02-05
8432,24,3.94,1237.42,3385.32,778.79,194.35,151.42000000000002,2024-02-06
8433,24,3.58,1628.79,3232.55,725.03,148.18,262.28000000000003,2024-02-07
8434,24,3.08,1256.86,3243.09,734.79,127.06,269.38,2024-02-08
8435,24,4.63,1304.85,3393.82,879.2,213.12,131.53,2024-02-09
8436,24,2.5,1834.51,3384.81,686.36,208.58,173.46,2024-02-10
8437,24,2.45,1842.66,2850.93,781.24,162.32,222.88,2024-02-11
8438,24,9.94,1277.81,3047.42,710.71,163.03,177.56,2024-02-12
8439,24,1.57,977.79,3044.84,710.13,137.83,197.61,2024-02-13
8440,24,3.13,1451.23,3693.77,561.4,188.56,193.53,2024-02-14
8441,24,1.77,1240.86,3402.3,583.67,142.0,238.66,2024-02-15
8442,24,0.22,1462.59,2606.86,632.25,142.4,185.3,2024-02-16
8443,24,3.81,1175.58,2409.4900000000002,842.18,107.7,227.36,2024-02-17
8444,24,1.11,1658.37,3019.95,642.71,156.85,218.4,2024-02-18
8445,24,9.49,1576.19,3470.23,802.85,152.58,279.76,2024-02-19
8446,24,1.14,1524.86,3452.79,743.8,117.46000000000001,337.2,2024-02-20
8447,24,4.15,1132.86,3089.83,862.6,141.08,226.34,2024-02-21
8448,24,7.62,1558.24,3607.43,797.29,131.7,332.89,2024-02-22
8449,24,5.13,1656.05,3012.96,665.31,140.03,253.41,2024-02-23
8450,24,0.98,1712.12,3264.77,725.86,158.1,254.1,2024-02-24
8451,24,3.75,1578.08,2751.74,830.36,164.63,186.74,2024-02-25
8452,24,6.71,1372.2,3105.59,838.4,127.94,275.71,2024-02-26
8453,24,7.67,1619.57,3127.95,752.78,142.64000000000001,264.74,2024-02-27
8454,24,2.29,1613.37,2472.9,709.1,131.39000000000001,216.74,2024-02-28
8455,24,1.67,1329.94,3028.17,678.58,138.08,227.51,2024-02-29
8456,24,0.78,1661.26,3191.07,906.84,169.85,236.17,2024-03-01
8457,24,6.23,1568.98,3275.43,760.26,190.1,180.24,2024-03-02
8458,24,8.54,1416.72,2787.22,777.37,175.91,146.34,2024-03-03
8459,24,8.95,1121.8700000000001,3197.65,719.83,127.0,249.91,2024-03-04
8460,24,9.2,1621.59,2700.59,652.04,104.89,287.67,2024-03-05
8461,24,4.56,1205.86,2391.91,815.49,114.46,212.39,2024-03-06
8462,24,5.84,1491.05,2838.23,786.8,151.79,208.01,2024-03-07
8463,24,9.31,1592.72,3217.79,805.54,129.26,303.09,2024-03-08
8464,24,8.7,1272.93,3082.96,755.32,129.05,253.0,2024-03-09
8465,24,2.65,1646.42,3362.58,742.46,204.64,165.87,2024-03-10
8466,24,8.32,1554.2,3263.01,662.65,170.57,206.88,2024-03-11
8467,24,8.16,1570.46,2507.96,709.06,150.21,178.33,2024-03-12
8468,24,6.84,1587.5,3045.08,779.2,139.56,262.07,2024-03-13
8469,24,8.69,1467.33,2780.81,825.49,188.38,130.65,2024-03-14
8470,24,4.49,1057.01,3309.54,746.37,161.85,187.58,2024-03-15
8471,24,4.77,1481.01,3125.24,814.82,194.19,153.7,2024-03-16
8472,24,1.0,1490.14,3296.18,761.93,150.51,253.83,2024-03-17
8473,24,9.92,1878.61,2584.59,750.03,129.0,263.32,2024-03-18
8474,24,1.91,1574.71,2321.44,637.63,194.23,64.92,2024-03-19
8475,24,6.78,1239.38,3069.0,768.28,154.57,198.57,2024-03-20
8476,24,3.8,1442.31,3152.82,680.89,130.1,267.41,2024-03-21
8477,24,7.93,1472.85,2800.5,827.23,147.35999999999999,215.35,2024-03-22
8478,24,3.82,1544.67,3225.66,760.07,180.4,192.26,2024-03-23
8479,24,5.6,1427.25,2902.61,583.58,132.35,226.66,2024-03-24
8480,24,7.86,1611.91,2871.71,710.86,183.08,153.3,2024-03-25
8481,24,3.65,1491.68,3093.03,698.02,138.51,251.32,2024-03-26
8482,24,6.43,1613.69,2878.08,774.84,112.85,300.96,2024-03-27
8483,24,2.9,1832.94,2760.52,820.53,163.85,213.7,2024-03-28
8484,24,8.16,1353.35,2892.97,787.39,143.95,215.46,2024-03-29
8485,24,3.79,1733.03,3273.7,685.22,176.26,216.7,2024-03-30
8486,24,7.02,1709.41,2829.88,631.64,139.33,238.47,2024-03-31
8487,24,0.76,1668.25,2739.33,785.75,146.93,225.49,2024-04-01
8488,24,6.87,1556.17,2595.23,837.7,160.37,178.16,2024-04-02
8489,24,1.85,1507.99,3221.4,815.17,183.01,188.45000000000002,2024-04-03
8490,24,0.8,1247.69,3246.68,740.88,161.72,200.07,2024-04-04
8491,24,4.16,1452.73,2978.59,862.97,132.0,265.37,2024-04-05
8492,24,7.56,1709.3799999999999,2903.52,717.42,154.7,223.64,2024-04-06
8493,24,6.61,1375.14,2852.1,782.79,142.43,216.17000000000002,2024-04-07
8494,24,5.0,1426.45,3094.6,810.15,172.61,187.9,2024-04-08
8495,24,3.68,1645.77,3378.05,723.77,184.38,206.01999999999998,2024-04-09
8496,24,6.12,1581.31,2836.73,854.03,180.87,165.47,2024-04-10
8497,24,0.13,1535.78,3280.13,809.1800000000001,217.05,128.44,2024-04-11
8498,24,2.28,1656.04,2836.0,750.04,198.13,128.0,2024-04-12
8499,24,3.74,1303.27,3175.31,801.56,141.23,245.54,2024-04-13
8500,24,1.91,1616.64,3780.5,864.5699999999999,171.29,283.55,2024-04-14
8501,24,4.33,1606.17,3364.96,794.07,141.94,292.61,2024-04-15
8502,24,6.71,1201.14,2809.11,680.79,158.83,151.46,2024-04-16
8503,24,8.23,1333.84,3801.48,774.72,160.93,269.12,2024-04-17
8504,24,6.9,1477.58,3243.28,862.67,177.94,202.45,2024-04-18
8505,24,0.13,1290.36,3081.88,641.68,126.64,248.10999999999999,2024-04-19
8506,24,2.0,1783.6299999999999,2658.04,753.74,161.22,197.09,2024-04-20
8507,24,2.8,1488.47,3117.0,786.58,103.5,332.21,2024-04-21
8508,24,6.8,1559.73,3427.07,709.6899999999999,178.4,212.82,2024-04-22
8509,24,9.04,1419.41,2529.65,799.59,104.14,266.58,2024-04-23
8510,24,3.34,1397.49,2498.05,711.63,145.58,169.56,2024-04-24
8511,24,2.54,1438.29,3617.95,785.36,203.76,176.62,2024-04-25
8512,24,9.91,1732.36,2867.8,729.91,161.6,209.84,2024-04-26
8513,24,5.42,1453.94,2760.08,707.77,165.79,160.6,2024-04-27
8514,24,4.37,1794.42,3170.2799999999997,665.34,170.92,221.17,2024-04-28
8515,24,8.12,1487.84,3555.4,755.7,175.8,228.26999999999998,2024-04-29
8516,24,7.22,1694.72,3137.31,788.71,108.97,344.17,2024-04-30
8517,24,5.16,1560.38,3042.54,753.26,179.32999999999998,176.99,2024-05-01
8518,24,0.11,1774.19,2840.93,756.06,167.45,202.19,2024-05-02
8519,24,6.52,1482.07,3613.4,665.25,186.08,203.93,2024-05-03
8520,24,6.61,1631.64,2720.93,680.22,183.76,135.77,2024-05-04
8521,24,9.84,1413.8799999999999,3558.95,852.36,152.25,278.02,2024-05-05
8522,24,9.65,1455.68,3322.46,734.1,148.95,253.3,2024-05-06
8523,24,0.13,1702.65,3041.27,777.33,85.27,381.57,2024-05-07
8524,24,8.35,1407.74,2711.4,769.97,164.14000000000001,160.65,2024-05-08
8525,24,5.85,1628.4,2469.5299999999997,701.45,131.79,216.32,2024-05-09
8526,24,8.18,1494.96,2975.92,852.73,165.69,200.98,2024-05-10
8527,24,6.75,1547.74,3222.88,755.42,155.52,241.58,2024-05-11
8528,24,3.48,1462.23,2850.91,789.23,154.54,201.14000000000001,2024-05-12
8529,24,6.68,1295.25,3428.95,734.61,198.29,149.3,2024-05-13
8530,24,9.47,1554.27,3145.24,769.68,174.23,198.48,2024-05-14
8531,24,6.27,1640.31,2404.87,782.66,148.15,186.49,2024-05-15
8532,24,1.89,1268.89,2477.47,693.86,132.72,178.57,2024-05-16
8533,24,2.58,1369.32,2815.75,738.32,152.15,188.04,2024-05-17
8534,24,9.76,1542.9,2580.16,765.25,154.24,180.29,2024-05-18
8535,24,8.21,1293.09,2998.1,685.17,173.24,151.18,2024-05-19
8536,24,5.18,1886.41,3039.38,745.28,207.62,151.84,2024-05-20
8537,24,9.21,1129.61,2821.36,756.7,142.31,186.12,2024-05-21
8538,24,2.38,1764.47,2938.14,854.33,191.65,172.38,2024-05-22
8539,24,2.45,1380.61,3226.44,753.95,193.06,150.01,2024-05-23
8540,24,9.22,1682.79,2662.66,867.98,190.81,139.73,2024-05-24
8541,24,5.39,1532.3,3023.91,736.98,133.02,263.27,2024-05-25
8542,24,0.28,1434.3,3239.94,745.58,195.18,151.64,2024-05-26
8543,24,4.45,1486.6100000000001,3225.09,759.72,156.05,235.07,2024-05-27
8544,24,6.97,1589.59,3370.27,630.9300000000001,212.39,134.34,2024-05-28
8545,24,5.52,1542.86,3386.12,756.77,142.68,283.2,2024-05-29
8546,24,8.53,1187.34,3229.57,722.03,148.13,217.63,2024-05-30
8547,24,6.15,1300.2,3081.11,780.09,111.75,292.63,2024-05-31
8548,24,0.94,1625.44,2862.71,845.65,164.5,204.37,2024-06-01
8549,24,1.16,1448.81,3781.67,698.4399999999999,170.44,252.05,2024-06-02
8550,24,9.67,1650.86,3334.98,695.21,154.54,259.01,2024-06-03
8551,24,0.39,1239.84,2798.5,686.87,165.49,141.6,2024-06-04
8552,24,0.4,1571.45,2913.45,597.54,109.58,289.08,2024-06-05
8553,24,9.06,1688.06,3343.46,677.15,122.62,325.65,2024-06-06
8554,24,4.35,1526.44,3350.27,618.82,145.59,258.4,2024-06-07
8555,24,1.63,1500.71,3093.83,749.5,176.14,182.1,2024-06-08
8556,24,7.19,1757.56,3145.36,820.77,142.15,288.07,2024-06-09
8557,24,6.17,1691.8,3122.5299999999997,762.8100000000001,135.37,286.96,2024-06-10
8558,24,5.01,1572.44,2890.63,665.23,139.96,232.92000000000002,2024-06-11
8559,24,2.42,1379.52,3195.82,586.23,140.17,235.84,2024-06-12
8560,24,5.21,1489.77,2733.58,731.44,183.9,127.69,2024-06-13
8561,24,7.03,1771.37,2731.58,939.78,145.17000000000002,253.92,2024-06-14
8562,24,4.33,1289.65,2774.99,782.01,166.02,152.63,2024-06-15
8563,24,3.7,1271.72,3292.97,628.58,148.52,222.29,2024-06-16
8564,24,4.12,1571.67,2878.0099999999998,789.33,145.14,233.62,2024-06-17
8565,24,7.5,1635.84,3010.9500000000003,867.5600000000001,128.89,293.66,2024-06-18
8566,24,7.78,1406.78,3085.85,732.67,158.29,205.96,2024-06-19
8567,24,4.34,1467.11,3283.54,606.15,201.18,133.33,2024-06-20
8568,24,2.39,1383.34,2577.21,690.61,105.96,253.19,2024-06-21
